"livestock_rep_number","livestock_id","livestock_label","livestock_name_note","ls_no1","animals_draught","livestock_breeds","livestock_breeds.improved","livestock_breeds.local","livestock_housing","ls_no2","livestock_bought","livestock_live_birth","livestock_sold","ls_no3","livestock_sale_income","ls_no4","livestock_ownership","livestock_ownership.Female_adult","livestock_ownership.Female_Child","livestock_ownership.Female_Youth","livestock_ownership.Male_adult","livestock_ownership.Male_Child","livestock_ownership.Male_Youth","livestock_ownership.no_answer","livestock_who_sells","livestock_who_sells.Female_adult","livestock_who_sells.Female_Youth","livestock_who_sells.Male_adult","livestock_who_sells.Male_Child","livestock_who_sells.Male_Youth","livestock_who_sells.no_answer","livestock_died","ls_no5","killed_for_meat","ls_no6","meat_use","meat_use.sell","meat_use.use","ls_no7","meat_consumed_amount","meat_sell_amount","meat_sold_income","ls_no8","livestock_meat_who_sells","livestock_meat_who_sells.Female_adult","livestock_meat_who_sells.Female_Youth","livestock_meat_who_sells.Male_adult","livestock_meat_who_control_eating","livestock_meat_who_control_eating.Female_adult","livestock_meat_who_control_eating.Female_Youth","livestock_meat_who_control_eating.Male_adult","livestock_meat_who_control_eating.Male_Youth","ls_no9","milk_harvest","ls_no10","milk_number_animals_milked","milk_amount_good_season","milk_units","milk_amount_units_other","milk_amount_bad_season","ls_no11","milk_use","milk_use.dairy","milk_use.sell","milk_use.use","dairy_products","dairy_products.no_answer","dairy_products.other","dairy_products.yoghurt","dairy_products_other","ls_no12","milk_dairy_amount","milk_consumed_amount","milk_sell_amount","ls_no13","milk_sold_income","milk_sold_price_timeunits","milk_amount_time_units_other","ls_no14","milk_who_sells","milk_who_sells.Female_adult","milk_who_sells.Male_adult","milk_who_control_eating","milk_who_control_eating.Female_adult","milk_who_control_eating.Female_Youth","milk_who_control_eating.Male_adult","milk_who_control_eating.Male_Youth","milk_who_control_eating.no_answer","ls_no15","eggs_harvest","ls_no16","eggs_amount_good","eggs_units","eggs_amount_units_other","eggs_amount_bad","ls_no17","eggs_use","eggs_use.hatch","eggs_use.use","ls_no18","eggs_consumed_amount","eggs_sell_amount","eggs_hatch_amount","ls_no19","eggs_sold_income","eggs_sold_price_timeunits","eggs_sold_price_timeunits_other","ls_no20","eggs_who_sells","eggs_who_control_eating","eggs_who_control_eating.Female_adult","eggs_who_control_eating.Female_Youth","eggs_who_control_eating.Male_adult","eggs_who_control_eating.Male_Youth","ls_no21","bees_honey_production","bees_honey_production_units","bees_honey_production_units_other","bees_honey_use","ls_no22","bees_honey_consumed_amount","bees_honey_sell_amount","ls_no22.1","bees_honey_sold_income","ls_no23","bees_who_sells","bees_who_control_eating","PARENT_KEY","KEY","household_id"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:ba4e7930-364b-430b-929a-22814d7479ba","uuid:ba4e7930-364b-430b-929a-22814d7479ba/survey_grp/Section_Livestock/livestock_repeat[1]","110"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"in_night_and_half_day",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:112a254b-2387-4153-900d-932532960ea3","uuid:112a254b-2387-4153-900d-932532960ea3/survey_grp/Section_Livestock/livestock_repeat[1]","49BPWD"
2,"sheep","Ovins",NA,NA,NA,"local",0,1,"in_night_and_half_day",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:112a254b-2387-4153-900d-932532960ea3","uuid:112a254b-2387-4153-900d-932532960ea3/survey_grp/Section_Livestock/livestock_repeat[2]","49BPWD"
1,"goats","Caprins",NA,NA,NA,"local",0,1,"",NA,0,2,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:aec04af1-9eea-4c01-b650-8f508bcaf0ca","uuid:aec04af1-9eea-4c01-b650-8f508bcaf0ca/survey_grp/Section_Livestock/livestock_repeat[1]","1AY9KM"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:12c6bc70-ad10-4331-91cf-e2e2147a9b17","uuid:12c6bc70-ad10-4331-91cf-e2e2147a9b17/survey_grp/Section_Livestock/livestock_repeat[1]","597"
2,"chicken","Poules",NA,NA,NA,"local",0,1,"",NA,0,20,10,NA,5,NA,"Female_adult Female_Youth",1,0,1,0,0,0,0,"Female_adult Female_Youth",1,1,0,0,0,0,5,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"N",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:12c6bc70-ad10-4331-91cf-e2e2147a9b17","uuid:12c6bc70-ad10-4331-91cf-e2e2147a9b17/survey_grp/Section_Livestock/livestock_repeat[2]","597"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"in_night",NA,0,1,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:5537e72e-0014-482a-bce5-d46576f9eddd","uuid:5537e72e-0014-482a-bce5-d46576f9eddd/survey_grp/Section_Livestock/livestock_repeat[1]","AR9EXT"
1,"sheep","Ovins",NA,NA,NA,"local improved",1,1,"in_night",NA,2,3,4,NA,800000,NA,"Male_adult",0,0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,1,NA,1,NA,"use",0,1,NA,"All","",NA,NA,"",0,0,0,"Male_adult",0,0,1,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:519dbc7c-e65f-46e7-bd82-219c76f9c0de","uuid:519dbc7c-e65f-46e7-bd82-219c76f9c0de/survey_grp/Section_Livestock/livestock_repeat[1]","0RA7VU"
1,"cattle","Bovins",NA,NA,2,"local",0,1,"in_night",NA,0,3,2,NA,1200000,NA,"Male_adult",0,0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"Y",NA,3,9,"l/day",NA,5,NA,"use sell dairy",1,1,1,"yoghurt",0,0,1,"",NA,"Most","Little","Most",NA,150000,"year",NA,NA,"Male_adult",0,1,"Male_adult Female_adult Male_Youth",1,0,1,1,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:ad44205e-314e-458a-ac4e-d39bea2f8bba","uuid:ad44205e-314e-458a-ac4e-d39bea2f8bba/survey_grp/Section_Livestock/livestock_repeat[1]","W3K1C7"
1,"sheep","Ovins",NA,NA,NA,"local improved",1,1,"in_night",NA,3,2,4,NA,600000,NA,"Male_adult",0,0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,1,NA,1,NA,"use",0,1,NA,"All","",NA,NA,"",0,0,0,"Male_adult",0,0,1,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:a2b6d660-a3fd-4fd2-8485-9ec10c293138","uuid:a2b6d660-a3fd-4fd2-8485-9ec10c293138/survey_grp/Section_Livestock/livestock_repeat[1]","PEQ0SV"
1,"goats","Caprins",NA,NA,NA,"local",0,1,"",NA,0,1,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"Y",NA,1,1.5,"l/day",NA,0.5,NA,"use sell",0,1,1,"",0,0,0,"",NA,"","Half","Half",NA,0,"year",NA,NA,"Male_adult",0,1,"Male_adult",0,0,1,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:db50af09-61eb-4420-99dd-485557e43b56","uuid:db50af09-61eb-4420-99dd-485557e43b56/survey_grp/Section_Livestock/livestock_repeat[1]","SMANFV"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:d65eb045-f6f0-4800-a851-3524ad8c2726","uuid:d65eb045-f6f0-4800-a851-3524ad8c2726/survey_grp/Section_Livestock/livestock_repeat[1]","606"
1,"donkey","Anes",NA,NA,NA,"local",0,1,"in_night_and_half_day",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:0838a61d-fbce-4dda-a0ac-c9bc58d022a3","uuid:0838a61d-fbce-4dda-a0ac-c9bc58d022a3/survey_grp/Section_Livestock/livestock_repeat[1]","XGGLW5"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night_and_half_day",NA,1,1,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:8528ddc9-ad33-4686-87f1-f5f48fe28fdf","uuid:8528ddc9-ad33-4686-87f1-f5f48fe28fdf/survey_grp/Section_Livestock/livestock_repeat[1]","LJ5FH1"
1,"horses","Chevaux",NA,NA,2,"local",0,1,"in_night_and_half_day",NA,1,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:a51a96e2-4092-49bb-9a9b-f9aadaed134c","uuid:a51a96e2-4092-49bb-9a9b-f9aadaed134c/survey_grp/Section_Livestock/livestock_repeat[1]","5IGGTV"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night_and_half_day",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:ef194708-ff47-45a1-9123-a7bf3f369386","uuid:ef194708-ff47-45a1-9123-a7bf3f369386/survey_grp/Section_Livestock/livestock_repeat[1]","YEBCEN"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night_and_half_day",NA,0,0,0,NA,NA,NA,"Male_adult Male_Youth",0,0,0,1,0,1,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:0bb20363-7398-44cf-8fec-ed5cb7fb86f8","uuid:0bb20363-7398-44cf-8fec-ed5cb7fb86f8/survey_grp/Section_Livestock/livestock_repeat[1]","OCGA32"
1,"donkey","Anes",NA,NA,NA,"local",0,1,"",NA,0,0,1,NA,0,NA,"Male_adult",0,0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:74c776bb-af5a-42d1-8c44-47d1a86b3fc5","uuid:74c776bb-af5a-42d1-8c44-47d1a86b3fc5/survey_grp/Section_Livestock/livestock_repeat[1]","599"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:3cfa5a83-2b12-4080-93fc-d8c84078e2ce","uuid:3cfa5a83-2b12-4080-93fc-d8c84078e2ce/survey_grp/Section_Livestock/livestock_repeat[1]","428"
1,"donkey","Anes",NA,NA,NA,"local",0,1,"in_night_and_half_day",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:1c76a85e-d287-4c2c-ba96-0d2e30d98a46","uuid:1c76a85e-d287-4c2c-ba96-0d2e30d98a46/survey_grp/Section_Livestock/livestock_repeat[1]","AE2FKC"
1,"cattle","Bovins",NA,NA,0,"local",0,1,"in_night_and_half_day",NA,0,1,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:49d1e1ec-247e-4125-a844-0e376cacf0f9","uuid:49d1e1ec-247e-4125-a844-0e376cacf0f9/survey_grp/Section_Livestock/livestock_repeat[1]","374"
2,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night_and_half_day",NA,0,1,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:49d1e1ec-247e-4125-a844-0e376cacf0f9","uuid:49d1e1ec-247e-4125-a844-0e376cacf0f9/survey_grp/Section_Livestock/livestock_repeat[2]","374"
3,"goats","Caprins",NA,NA,NA,"local",0,1,"in_night_and_half_day",NA,3,2,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:49d1e1ec-247e-4125-a844-0e376cacf0f9","uuid:49d1e1ec-247e-4125-a844-0e376cacf0f9/survey_grp/Section_Livestock/livestock_repeat[3]","374"
1,"donkey","Anes",NA,NA,NA,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:549c062f-ab9b-4b98-a4c8-43206b22bb05","uuid:549c062f-ab9b-4b98-a4c8-43206b22bb05/survey_grp/Section_Livestock/livestock_repeat[1]","JQNOXK"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_Youth",0,0,0,0,0,1,0,"",0,0,0,0,0,0,1,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:defc7030-ae83-4108-8dae-637198053cff","uuid:defc7030-ae83-4108-8dae-637198053cff/survey_grp/Section_Livestock/livestock_repeat[1]","T98WR0"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:726cdbc7-135c-437e-88e3-bee3e4dddf50","uuid:726cdbc7-135c-437e-88e3-bee3e4dddf50/survey_grp/Section_Livestock/livestock_repeat[1]","Q0XXGB"
1,"chicken","Poules",NA,NA,NA,"local improved",1,1,"",NA,6,22,4,NA,14000,NA,"Female_adult",1,0,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,0,NA,3,NA,"use",0,1,NA,"UnderHalf","",NA,NA,"",0,0,0,"Female_adult",1,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"Y",NA,3,"pieces/day",NA,1,NA,"hatch use",1,1,NA,"UnderHalf",NA,"Most",NA,NA,NA,NA,NA,NA,"Female_adult",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:6c4260cc-0888-4da5-b352-8ac236384cd5","uuid:6c4260cc-0888-4da5-b352-8ac236384cd5/survey_grp/Section_Livestock/livestock_repeat[1]","247"
1,"horses","Chevaux",NA,NA,1,"local",0,1,"in_night",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,NA,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:0bdceebe-4639-4853-9991-45e1f044d220","uuid:0bdceebe-4639-4853-9991-45e1f044d220/survey_grp/Section_Livestock/livestock_repeat[1]","598"
1,"sheep","Ovins",NA,NA,NA,"local",0,1,"in_night_and_half_day",NA,0,2,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"N",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:6357e9ae-d930-4462-8d1b-42f33f131014","uuid:6357e9ae-d930-4462-8d1b-42f33f131014/survey_grp/Section_Livestock/livestock_repeat[1]","Y1BBO1"
1,"donkey","Anes",NA,NA,NA,"local",0,1,"in_night_and_half_day",NA,0,0,0,NA,NA,NA,"Male_adult",0,0,0,1,0,0,0,"",0,0,0,0,0,0,0,NA,0,NA,"",0,0,NA,"","",NA,NA,"",0,0,0,"",0,0,0,0,NA,"",NA,NA,NA,"",NA,NA,NA,"",0,0,0,"",0,0,0,"",NA,"","","",NA,NA,"",NA,NA,"",0,0,"",0,0,0,0,0,NA,"",NA,NA,"",NA,NA,NA,"",0,0,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:d4c36bbb-1a18-4980-999b-14afdac339a8","uuid:d4c36bbb-1a18-4980-999b-14afdac339a8/survey_grp/Section_Livestock/livestock_repeat[1]","376"
