"crop_rep_number","crop_id","crop_label_english","crop_label","crop_name","season_grown","season_grown.all_year","season_grown.dry_cold","season_grown.dry_hot","season_grown.rain","crop_measurement","crop_measurement_q_en","crop_measurement_q_fr","crop_area","crop_area_unit","crop_area_unit_label","crop_area_conversion","crop_area_conversion_input","crop_area_conversion_col","crop_area_ha","crop_area_ha_2dp","crop_area_ha_note","crop_harvest","crop_yield","crop_yield_units","crop_yield_units_label","crop_yield_units_conversion","crop_yield_conversion_input","crop_yield_units_conversion_col","crop_yield_kg","crop_yield_kg_2dp","crop_yield_note","crop_yield_area","crop_yield_area_2dp","crop_yield_kg_ha","crop_yield_kg_ha_2dp","crop_yield_note2","crop_yield_note3","crop_intercrop","crop_land_area","crop_no2","crop_use","crop_use.eat","crop_use.feed_livestock","crop_use.givetrade","crop_use.no_answer","crop_use.no_harvest","crop_use.save_seed","crop_use.sell","crop_no3","crop_consumed_prop","crop_sold_prop","crop_feed_lstk_prop","crop_seed_saved_prop","crop_no4","crop_sold_income","crop_sold_price_quantityunits","crop_price_quantityunits_other","crop_no5","crop_who_control_revenue","crop_who_control_revenue.Female_adult","crop_who_control_revenue.Female_Youth","crop_who_control_revenue.Male_adult","crop_who_control_revenue.Male_Child","crop_who_control_revenue.Male_Youth","crop_who_control_revenue.no_answer","crop_consume_control","crop_consume_control.Female_adult","crop_consume_control.Female_Youth","crop_consume_control.Male_adult","crop_consume_control.Male_Child","crop_consume_control.Male_Youth","crop_consume_control.no_answer","crop_no6","crop_residue_use","crop_residue_use.burn","crop_residue_use.compost","crop_residue_use.construction","crop_residue_use.feed","crop_residue_use.fuel","crop_residue_use.no_answer","crop_residue_use.sell","crop_residue_use.soil","PARENT_KEY","KEY","crop_label_french","household_id"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1.5,2,"Hectares",1,NA,1,1.5,1.5,NA,"normal_harvest",400,1,"Kg",1,NA,1,400,400,NA,266.6666666666667,266.67,266.6666666666667,266.67,NA,NA,"monoculture","Half",NA,"sell eat save_seed",1,0,0,0,0,1,1,NA,"Half","Half","","Half",NA,80000,"total_income_per_year",NA,NA,"Male_adult Male_Youth",0,0,1,0,1,0,"Male_adult",0,0,1,0,0,0,NA,"feed sell",0,0,0,1,0,0,1,0,"uuid:45d1f26d-0f5e-44db-ad7c-ea39e9b433b3","uuid:45d1f26d-0f5e-44db-ad7c-ea39e9b433b3/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","526"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",630,1,"Kg",1,NA,1,630,630,NA,315,315,315,315,NA,NA,"monoculture","Most",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"Half","Half","","Little",NA,61250,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil",0,0,0,0,0,0,0,1,"uuid:0f1e7912-04b8-4c4e-be1d-728814a35fd0","uuid:0f1e7912-04b8-4c4e-be1d-728814a35fd0/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","584"
1,30,"Onion","Oignon",NA,"dry_cold dry_hot",0,1,1,0,"area","In total, how much land did you use for growing Oignon during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Oignon au cours des 12 dernier mois ?",0.4,2,"Hectares",1,NA,1,0.4,0.4,NA,"normal_harvest",3500,1,"Kg",1,NA,1,3500,3500,NA,8750,8750,8750,8750,NA,NA,"intercrop","Most",NA,"eat sell",1,0,0,0,0,0,1,NA,"UnderHalf","Most","","",NA,500000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"soil fuel compost",0,1,0,0,1,0,0,1,"uuid:986762f5-9e62-4b36-a67f-194fe6e0cb9f","uuid:986762f5-9e62-4b36-a67f-194fe6e0cb9f/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Oignon","14"
2,49,"Tomatoes","Tomates",NA,"dry_cold dry_hot",0,1,1,0,"area","In total, how much land did you use for growing Tomates during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Tomates au cours des 12 dernier mois ?",0.3,2,"Hectares",1,NA,1,0.3,0.3,NA,"normal_harvest",500,1,"Kg",1,NA,1,500,500,NA,1666.6666666666667,1666.67,1666.6666666666667,1666.67,NA,NA,"intercrop","Most",NA,"eat sell",1,0,0,0,0,0,1,NA,"UnderHalf","Most","","",NA,200000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult Female_adult",1,0,1,0,0,0,NA,"soil fuel compost",0,1,0,0,1,0,0,1,"uuid:986762f5-9e62-4b36-a67f-194fe6e0cb9f","uuid:986762f5-9e62-4b36-a67f-194fe6e0cb9f/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Tomates","14"
1,38,"Rice","Riz",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Riz during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Riz au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",400,1,"Kg",1,NA,1,400,400,NA,400,400,400,400,NA,NA,"monoculture","All",NA,"save_seed eat",1,0,0,0,0,1,0,NA,"All","","","UnderHalf",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:687010a0-8bd2-4003-b08e-0a37769d118a","uuid:687010a0-8bd2-4003-b08e-0a37769d118a/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Riz","9V1SWT"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",3,2,"Hectares",1,NA,1,3,3,NA,"normal_harvest",2,2,"Tonnes",1000,NA,1000,2000,2000,NA,0.6666666666666666,0.67,666.6666666666666,666.67,NA,NA,"monoculture","Most",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:687010a0-8bd2-4003-b08e-0a37769d118a","uuid:687010a0-8bd2-4003-b08e-0a37769d118a/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","9V1SWT"
3,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",3,2,"Hectares",1,NA,1,3,3,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,0.3333333333333333,0.33,333.3333333333333,333.33,NA,NA,"monoculture","Most",NA,"eat save_seed feed_livestock",1,1,0,0,0,1,0,NA,"All","","UnderHalf","UnderHalf",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:687010a0-8bd2-4003-b08e-0a37769d118a","uuid:687010a0-8bd2-4003-b08e-0a37769d118a/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Arachide","9V1SWT"
4,1,"Maize","Maïs",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Maïs during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Maïs au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,1,1,1000,1000,NA,NA,"monoculture","All",NA,"eat feed_livestock save_seed",1,1,0,0,0,1,0,NA,"UnderHalf","","UnderHalf","UnderHalf",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:687010a0-8bd2-4003-b08e-0a37769d118a","uuid:687010a0-8bd2-4003-b08e-0a37769d118a/survey_grp/SECTION_Crop_Productivity/crop_repeat[4]","Maïs","9V1SWT"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",3,2,"Tonnes",1000,NA,1000,3000,3000,NA,1.5,1.5,1500,1500,NA,NA,"monoculture","Most",NA,"eat save_seed",1,0,0,0,0,1,0,NA,"All","","","UnderHalf",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"no_answer",0,0,0,0,0,1,NA,"feed",0,0,0,1,0,0,0,0,"uuid:6d792e46-9979-49c4-a081-b34faa5e9bc6","uuid:6d792e46-9979-49c4-a081-b34faa5e9bc6/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","85"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",25,1,"Kg",1,NA,1,25,25,NA,25,25,25,25,NA,NA,"monoculture","Little",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"no_answer",0,0,0,0,0,1,NA,"feed",0,0,0,1,0,0,0,0,"uuid:54937317-79b3-44e0-b334-6232beabbf14","uuid:54937317-79b3-44e0-b334-6232beabbf14/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","102"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",500,1,"Kg",1,NA,1,500,500,NA,500,500,500,500,NA,NA,"monoculture","Most",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"All","UnderHalf","Little","UnderHalf",NA,200,"price_per_kg",NA,NA,"Female_adult",1,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:6c3f78f4-7e6a-4721-8231-dd7da793568d","uuid:6c3f78f4-7e6a-4721-8231-dd7da793568d/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","108"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",4,2,"Hectares",1,NA,1,4,4,NA,"normal_harvest",2000,1,"Kg",1,NA,1,2000,2000,NA,500,500,500,500,NA,NA,"monoculture","Most",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"All","UnderHalf","Little","UnderHalf",NA,500000,"total_income_per_year",NA,NA,"no_answer",0,0,0,0,0,1,"no_answer",0,0,0,0,0,1,NA,"feed",0,0,0,1,0,0,0,0,"uuid:21b4f227-eeac-44a9-b959-eaaeb1e7a0f7","uuid:21b4f227-eeac-44a9-b959-eaaeb1e7a0f7/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","83"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,0.5,0.5,500,500,NA,NA,"monoculture","Most",NA,"eat feed_livestock save_seed",1,1,0,0,0,1,0,NA,"UnderHalf","","Little","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:5a363eb3-bcab-4b22-b11d-220c7d8fa854","uuid:5a363eb3-bcab-4b22-b11d-220c7d8fa854/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","109"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",2.5,2,"Hectares",1,NA,1,2.5,2.5,NA,"normal_harvest",3,2,"Tonnes",1000,NA,1000,3000,3000,NA,1.2,1.2,1200,1200,NA,NA,"monoculture","Half",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"UnderHalf","Half","Little","Little",NA,0,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil construction compost feed",0,1,1,1,0,0,0,1,"uuid:c236aac5-2de2-45f0-a4af-5568fa02b8e1","uuid:c236aac5-2de2-45f0-a4af-5568fa02b8e1/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","38DLAV"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,1,1,1000,1000,NA,NA,"monoculture","Half",NA,"eat sell save_seed feed_livestock",1,1,0,0,0,1,1,NA,"Little","UnderHalf","Little","Little",NA,0,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:f13596d0-7be8-49ef-90d0-d9497f9eeb57","uuid:f13596d0-7be8-49ef-90d0-d9497f9eeb57/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","101"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"bad_harvest",350,1,"Kg",1,NA,1,350,350,NA,350,350,350,350,NA,NA,"monoculture","Half",NA,"eat",1,0,0,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:f13596d0-7be8-49ef-90d0-d9497f9eeb57","uuid:f13596d0-7be8-49ef-90d0-d9497f9eeb57/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","101"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",6,2,"Hectares",1,NA,1,6,6,NA,"normal_harvest",5,2,"Tonnes",1000,NA,1000,5000,5000,NA,0.8333333333333334,0.83,833.3333333333334,833.33,NA,NA,"monoculture","Most",NA,"eat sell save_seed feed_livestock",1,1,0,0,0,1,1,NA,"UnderHalf","Most","Little","Little",NA,0,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:83b06a1a-93fb-4204-8b5f-29755f6827c1","uuid:83b06a1a-93fb-4204-8b5f-29755f6827c1/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","80"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",3,2,"Hectares",1,NA,1,3,3,NA,"normal_harvest",2,2,"Tonnes",1000,NA,1000,2000,2000,NA,0.6666666666666666,0.67,666.6666666666666,666.67,NA,NA,"monoculture","Half",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"Half","Half","","Little",NA,0,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:83b06a1a-93fb-4204-8b5f-29755f6827c1","uuid:83b06a1a-93fb-4204-8b5f-29755f6827c1/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","80"
3,1,"Maize","Maïs",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Maïs during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Maïs au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",1.5,2,"Tonnes",1000,NA,1000,1500,1500,NA,0.75,0.75,750,750,NA,NA,"monoculture","UnderHalf",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"UnderHalf","UnderHalf","","Little",NA,0,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:83b06a1a-93fb-4204-8b5f-29755f6827c1","uuid:83b06a1a-93fb-4204-8b5f-29755f6827c1/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Maïs","80"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",3,2,"Hectares",1,NA,1,3,3,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,0.3333333333333333,0.33,333.3333333333333,333.33,NA,NA,"monoculture","Most",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"Half","UnderHalf","Little","Little",NA,0,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:c3f80571-3c09-4d07-88f0-ae5b66f943a6","uuid:c3f80571-3c09-4d07-88f0-ae5b66f943a6/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","106"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,1,1,1000,1000,NA,NA,"intercrop","UnderHalf",NA,"eat sell save_seed feed_livestock",1,1,0,0,0,1,1,NA,"Half","UnderHalf","Little","Little",NA,200000,"total_income_per_year",NA,NA,"Female_adult",1,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,NA,"feed soil",0,0,0,1,0,0,0,1,"uuid:82816ab1-03c0-4317-8390-da69343f05d1","uuid:82816ab1-03c0-4317-8390-da69343f05d1/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","0RUTJS"
2,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",1,2,"Tonnes",1000,NA,1000,1000,1000,NA,1,1,1000,1000,NA,NA,"monoculture","UnderHalf",NA,"eat save_seed",1,0,0,0,0,1,0,NA,"All","","","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Female_adult",1,0,0,0,0,0,NA,"construction soil feed",0,0,1,1,0,0,0,1,"uuid:82816ab1-03c0-4317-8390-da69343f05d1","uuid:82816ab1-03c0-4317-8390-da69343f05d1/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Mil","0RUTJS"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"normal_harvest",3,2,"Tonnes",1000,NA,1000,3000,3000,NA,1.5,1.5,1500,1500,NA,NA,"monoculture","Half",NA,"eat feed_livestock save_seed",1,1,0,0,0,1,0,NA,"Most","","Little","Little",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed fuel construction",0,0,1,1,1,0,0,0,"uuid:5f8afbd1-f448-43d4-93d4-38b8d05833b1","uuid:5f8afbd1-f448-43d4-93d4-38b8d05833b1/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","82"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",1,7,"Sac de 25 kg",25,NA,25,25,25,NA,1,1,25,25,NA,NA,"intercrop","All",NA,"eat feed_livestock",1,1,0,0,0,0,0,NA,"All","","Little","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_Youth",0,0,0,0,1,0,NA,"soil feed",0,0,0,1,0,0,0,1,"uuid:5df51d33-bf4e-415e-91d5-5817b2a15f61","uuid:5df51d33-bf4e-415e-91d5-5817b2a15f61/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","107"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",5,2,"Hectares",1,NA,1,5,5,NA,"normal_harvest",5,2,"Tonnes",1000,NA,1000,5000,5000,NA,1,1,1000,1000,NA,NA,"intercrop","Half",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"UnderHalf","Half","Little","Little",NA,1200000,"total_income_per_year",NA,NA,"Male_Youth",0,0,0,0,1,0,"Male_Youth",0,0,0,0,1,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:381638e4-68e3-4761-83e7-371bdc66759d","uuid:381638e4-68e3-4761-83e7-371bdc66759d/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","1FW6P0"
1,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",3,2,"Hectares",1,NA,1,3,3,NA,"normal_harvest",2.5,2,"Tonnes",1000,NA,1000,2500,2500,NA,0.8333333333333334,0.83,833.3333333333334,833.33,NA,NA,"intercrop","UnderHalf",NA,"eat sell save_seed",1,0,0,0,0,1,1,NA,"UnderHalf","UnderHalf","","Little",NA,700000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"feed",0,0,0,1,0,0,0,0,"uuid:ba4e7930-364b-430b-929a-22814d7479ba","uuid:ba4e7930-364b-430b-929a-22814d7479ba/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Arachide","110"
1,1,"Maize","Maïs",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Maïs during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Maïs au cours des 12 dernier mois ?",1,2,"Hectares",1,NA,1,1,1,NA,"normal_harvest",950,1,"Kg",1,NA,1,950,950,NA,950,950,950,950,NA,NA,"monoculture","UnderHalf",NA,"eat feed_livestock",1,1,0,0,0,0,0,NA,"Half","","UnderHalf","",NA,NA,"",NA,NA,"",0,0,0,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:112a254b-2387-4153-900d-932532960ea3","uuid:112a254b-2387-4153-900d-932532960ea3/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maïs","49BPWD"
2,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",3.5,2,"Hectares",1,NA,1,3.5,3.5,NA,"normal_harvest",1.5,2,"Tonnes",1000,NA,1000,1500,1500,NA,0.42857142857142855,0.43,428.57142857142856,428.57,NA,NA,"intercrop","Half",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"UnderHalf","Half","Little","Little",NA,0,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction sell",0,1,1,1,0,0,1,1,"uuid:112a254b-2387-4153-900d-932532960ea3","uuid:112a254b-2387-4153-900d-932532960ea3/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Arachide","49BPWD"
3,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",2.5,2,"Hectares",1,NA,1,2.5,2.5,NA,"normal_harvest",1.5,2,"Tonnes",1000,NA,1000,1500,1500,NA,0.6,0.6,600,600,NA,NA,"monoculture","Half",NA,"eat sell feed_livestock save_seed",1,1,0,0,0,1,1,NA,"Half","Half","Little","Little",NA,0,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil feed compost construction",0,1,1,1,0,0,0,1,"uuid:112a254b-2387-4153-900d-932532960ea3","uuid:112a254b-2387-4153-900d-932532960ea3/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Mil","49BPWD"
1,37,"Millet","Mil",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Mil during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Mil au cours des 12 dernier mois ?",2,2,"Hectares",1,NA,1,2,2,NA,"good_harvest",900,1,"Kg",1,NA,1,900,900,NA,450,450,450,450,NA,NA,"monoculture","UnderHalf",NA,"eat save_seed sell givetrade",1,0,1,0,0,1,1,NA,"Half","UnderHalf","","Little",NA,66000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"soil",0,0,0,0,0,0,0,1,"uuid:aec04af1-9eea-4c01-b650-8f508bcaf0ca","uuid:aec04af1-9eea-4c01-b650-8f508bcaf0ca/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Mil","1AY9KM"
2,36,"Peanut","Arachide",NA,"rain",0,0,0,1,"area","In total, how much land did you use for growing Arachide during the last 12 months?","Au total, quelle superficie avez-vous utilisée pour Arachide au cours des 12 dernier mois ?",2.5,2,"Hectares",1,NA,1,2.5,2.5,NA,"good_harvest",2,2,"Tonnes",1000,NA,1000,2000,2000,NA,0.8,0.8,800,800,NA,NA,"intercrop","Most",NA,"sell eat save_seed",1,0,0,0,0,1,1,NA,"UnderHalf","Half","","Little",NA,100000,"total_income_per_year",NA,NA,"Male_adult",0,0,1,0,0,0,"Male_adult",0,0,1,0,0,0,NA,"sell",0,0,0,0,0,0,1,0,"uuid:aec04af1-9eea-4c01-b650-8f508bcaf0ca","uuid:aec04af1-9eea-4c01-b650-8f508bcaf0ca/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Arachide","1AY9KM"
